User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIAYKJK2ZQKDKBKBN4U,2021-01-22T00:54:42Z,iam.amazonaws.com,AddUserToGroup,us-east-1,146.112.44.132,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",6ff0191f-3494-4a28-bda7-00396bdd7178,5bf6fd6e-b2f9-431b-a1e6-2caa6d4ff4ec,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKDKBKBN4U,2021-01-22T00:54:42Z,iam.amazonaws.com,CreateUser,us-east-1,146.112.44.132,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYKJK2ZQKGAFPOBQGL""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::571857357844:user/Accountant""}]",32712b4c-0aae-4081-9e45-f37f1c713803,d78cbcdc-4b42-404e-b60a-51a55405f461,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKDKBKBN4U,2021-01-22T00:53:15Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,146.112.44.132,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",4a1bb713-4c4c-42e8-ac60-7cb8eb044bde,b9b2f703-7353-4f89-9741-f6868e0078e4,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKDKBKBN4U,2021-01-22T00:53:14Z,iam.amazonaws.com,CreateUser,us-east-1,146.112.44.132,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::571857357844:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYKJK2ZQKJQENIBPPO""}]",2b2cd157-c060-4edf-a8aa-76b1d510319e,0dd6bdd8-863b-4dcf-9691-3c5e9740445b,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKDKBKBN4U,2021-01-22T00:53:14Z,iam.amazonaws.com,AddUserToGroup,us-east-1,146.112.44.132,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",e31ad050-69d6-45d9-8844-ffa4363dbc42,9e94016b-4f6a-44d6-93ab-a654efc98c01,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKBTNFGPDC,2021-01-22T00:49:44Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,146.112.44.222,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",9013c2a6-6cad-4a6a-9f35-f8251f19e43b,0e7141f5-c8fb-4ea0-904c-e259fc6bde70,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKBTNFGPDC,2021-01-22T00:49:44Z,iam.amazonaws.com,CreateGroup,us-east-1,146.112.44.222,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::571857357844:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAYKJK2ZQKB4SMF24MW""}]",878d38fb-caec-4bd7-b665-9902b18f24cf,19a99d85-584b-4565-93ef-bf494458f385,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKBTNFGPDC,2021-01-22T00:49:04Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,146.112.44.222,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",4d7ca37b-85ac-4bbc-a515-dd710cbb400b,08cce4d9-bced-4368-9d65-4e72e732d34a,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKBTNFGPDC,2021-01-22T00:49:04Z,iam.amazonaws.com,CreateGroup,us-east-1,146.112.44.222,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::571857357844:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAYKJK2ZQKD7VCHIEHO""}]",6277b465-b1be-4308-aedb-260c3969a3b3,6cffe943-5041-489d-a010-fbfa148d4336,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKBTNFGPDC,2021-01-22T00:49:04Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,146.112.44.222,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",59b050c7-b063-40fd-912d-ea4498695a00,ce67572c-c412-4645-a1d1-6c423c72c636,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKBTNFGPDC,2021-01-22T00:45:18Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,146.112.44.222,console.amazonaws.com,,[],56c23ea4-830e-403e-bfae-848ab4b2504e,3c22f31b-c974-4b14-bf7c-cfb639d0dbe6,FALSE,AwsApiCall,5.71857E+11,Management
root,ASIAYKJK2ZQKBTNFGPDC,2021-01-22T00:44:51Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,146.112.44.222,console.amazonaws.com,,[],b186838b-c31c-41a5-9575-cd4638d697e8,a1a70b3d-495f-466c-b7f5-f3c499537fba,FALSE,AwsApiCall,5.71857E+11,Management
root,,2021-01-22T00:41:59Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.245.208,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,9b690c05-e6f2-41cd-8b6e-8eb5ab5b86c0,FALSE,AwsConsoleSignIn,5.71857E+11,Management
root,,2021-01-20T23:51:52Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.245.227,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,5e9dce14-320a-4a1a-a62e-51ef7a794517,FALSE,AwsConsoleSignIn,5.71857E+11,Management
root,,2021-01-20T00:31:43Z,signin.amazonaws.com,ConsoleLogin,us-east-1,146.112.242.216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",,[],,66a5ce19-fdfc-4680-8748-4bd4c6beb247,FALSE,AwsConsoleSignIn,5.71857E+11,Management
root,ASIAYKJK2ZQKNQKIX42K,2021-01-17T15:35:20Z,dynamodb.amazonaws.com,DescribeKinesisStreamingDestination,us-east-1,68.39.0.122,console.amazonaws.com,,[],NKCA43MA5CT9MAPTQDGOMCP5FJVV4KQNSO5AEMVJF66Q9ASUAAJG,34f60fe7-1dbd-4d58-ac74-338520697b73,FALSE,AwsApiCall,5.71857E+11,Management
